;Tarih;TP_DK_EUR_A_EF
2248;28-02-2008;1.7707
2249;29-02-2008;1.776
2250;01-03-2008;
2251;02-03-2008;
2252;03-03-2008;1.8085
2253;04-03-2008;1.8486
2254;05-03-2008;1.8319
2255;06-03-2008;1.8315
2256;07-03-2008;1.8528
2257;08-03-2008;
2258;09-03-2008;
2259;10-03-2008;1.9141
2260;11-03-2008;1.8979
2261;12-03-2008;1.9069
2262;13-03-2008;1.8725
2263;14-03-2008;1.9219
2264;15-03-2008;
2265;16-03-2008;
2266;17-03-2008;1.8968
2267;18-03-2008;1.9895
2268;19-03-2008;1.9558
2269;20-03-2008;1.9229
2270;21-03-2008;1.9122
2271;22-03-2008;
2272;23-03-2008;
2273;24-03-2008;1.9112
2274;25-03-2008;1.9089
2275;26-03-2008;1.9167
2276;27-03-2008;1.9754
2277;28-03-2008;1.9841
2278;29-03-2008;
2279;30-03-2008;
2280;31-03-2008;2.0142
2281;01-04-2008;2.0629
2282;02-04-2008;2.0637
2283;03-04-2008;2.0076
2284;04-04-2008;1.9867
2285;05-04-2008;
2286;06-04-2008;
2287;07-04-2008;2.0274
2288;08-04-2008;1.9929
2289;09-04-2008;2.0184
2290;10-04-2008;2.0224
2291;11-04-2008;2.0695
2292;12-04-2008;
2293;13-04-2008;
2294;14-04-2008;2.0455
2295;15-04-2008;2.0663
2296;16-04-2008;2.0696
2297;17-04-2008;2.0967
2298;18-04-2008;2.107
2299;19-04-2008;
2300;20-04-2008;
2301;21-04-2008;2.0923
2302;22-04-2008;2.0743
2303;23-04-2008;
2304;24-04-2008;2.0788
2305;25-04-2008;2.0346
2306;26-04-2008;
2307;27-04-2008;
2308;28-04-2008;1.9991
2309;29-04-2008;1.993
2310;30-04-2008;1.988
2311;01-05-2008;1.998
2312;02-05-2008;1.9738
2313;03-05-2008;
2314;04-05-2008;
2315;05-05-2008;1.9454
2316;06-05-2008;1.9415
2317;07-05-2008;1.9358
2318;08-05-2008;1.9194
2319;09-05-2008;1.9304
2320;10-05-2008;
2321;11-05-2008;
2322;12-05-2008;1.9529
2323;13-05-2008;1.932
2324;14-05-2008;1.9315
2325;15-05-2008;1.9261
2326;16-05-2008;1.929
2327;17-05-2008;
2328;18-05-2008;
2329;19-05-2008;
2330;20-05-2008;1.8962
2331;21-05-2008;1.9237
2332;22-05-2008;1.9453
2333;23-05-2008;1.9606
2334;24-05-2008;
2335;25-05-2008;
2336;26-05-2008;1.9458
2337;27-05-2008;1.9566
2338;28-05-2008;1.9559
2339;29-05-2008;1.9268
2340;30-05-2008;1.8912
2341;31-05-2008;
2342;01-06-2008;
2343;02-06-2008;1.8693
2344;03-06-2008;1.8932
2345;04-06-2008;1.9087
2346;05-06-2008;1.9058
2347;06-06-2008;1.8851
2348;07-06-2008;
2349;08-06-2008;
2350;09-06-2008;1.9222
2351;10-06-2008;1.9593
2352;11-06-2008;1.9203
2353;12-06-2008;1.9283
2354;13-06-2008;1.9276
2355;14-06-2008;
2356;15-06-2008;
2357;16-06-2008;1.9165
2358;17-06-2008;1.91
2359;18-06-2008;1.8965
2360;19-06-2008;1.8871
2361;20-06-2008;1.8968
2362;21-06-2008;
2363;22-06-2008;
2364;23-06-2008;1.8949
2365;24-06-2008;1.8951
2366;25-06-2008;1.905
2367;26-06-2008;1.8964
2368;27-06-2008;1.8968
2369;28-06-2008;
2370;29-06-2008;
2371;30-06-2008;1.9258
2372;01-07-2008;1.9235
2373;02-07-2008;1.9383
2374;03-07-2008;1.9497
2375;04-07-2008;1.9763
2376;05-07-2008;
2377;06-07-2008;
2378;07-07-2008;1.93
2379;08-07-2008;1.9132
2380;09-07-2008;1.9265
2381;10-07-2008;1.9092
2382;11-07-2008;1.906
2383;12-07-2008;
2384;13-07-2008;
2385;14-07-2008;1.921
2386;15-07-2008;1.9179
2387;16-07-2008;1.939
2388;17-07-2008;1.9293
2389;18-07-2008;1.9036
2390;19-07-2008;
2391;20-07-2008;
2392;21-07-2008;1.8814
2393;22-07-2008;1.879
2394;23-07-2008;1.8945
2395;24-07-2008;1.8738
2396;25-07-2008;1.8759
2397;26-07-2008;
2398;27-07-2008;
2399;28-07-2008;1.8855
2400;29-07-2008;1.8865
2401;30-07-2008;1.8856
2402;31-07-2008;1.8468
2403;01-08-2008;1.8042
2404;02-08-2008;
2405;03-08-2008;
2406;04-08-2008;1.7964
2407;05-08-2008;1.7845
2408;06-08-2008;1.7774
2409;07-08-2008;1.7895
2410;08-08-2008;1.7926
2411;09-08-2008;
2412;10-08-2008;
2413;11-08-2008;1.7773
2414;12-08-2008;1.7681
2415;13-08-2008;1.7517
2416;14-08-2008;1.7491
2417;15-08-2008;1.7541
2418;16-08-2008;
2419;17-08-2008;
2420;18-08-2008;1.7357
2421;19-08-2008;1.7321
2422;20-08-2008;1.736
2423;21-08-2008;1.7438
2424;22-08-2008;1.7538
2425;23-08-2008;
2426;24-08-2008;
2427;25-08-2008;1.7499
2428;26-08-2008;1.7418
2429;27-08-2008;1.732
2430;28-08-2008;1.7433
2431;29-08-2008;1.7442
2432;30-08-2008;
2433;31-08-2008;
2434;01-09-2008;1.7302
2435;02-09-2008;1.7249
2436;03-09-2008;1.715
2437;04-09-2008;1.734
2438;05-09-2008;1.7582
2439;06-09-2008;
2440;07-09-2008;
2441;08-09-2008;1.7601
2442;09-09-2008;1.7306
2443;10-09-2008;1.7207
2444;11-09-2008;1.7352
2445;12-09-2008;1.7452
2446;13-09-2008;
2447;14-09-2008;
2448;15-09-2008;1.7465
2449;16-09-2008;1.7847
2450;17-09-2008;1.8068
2451;18-09-2008;1.7892
2452;19-09-2008;1.8384
2453;20-09-2008;
2454;21-09-2008;
2455;22-09-2008;1.7757
2456;23-09-2008;1.7983
2457;24-09-2008;1.8186
2458;25-09-2008;1.8108
2459;26-09-2008;1.8091
2460;27-09-2008;
2461;28-09-2008;
2462;29-09-2008;1.7965
2463;30-09-2008;
2464;01-10-2008;
2465;02-10-2008;
2466;03-10-2008;1.7965
2467;04-10-2008;
2468;05-10-2008;
2469;06-10-2008;1.8018
2470;07-10-2008;1.8113
2471;08-10-2008;1.8417
2472;09-10-2008;1.9194
2473;10-10-2008;1.889
2474;11-10-2008;
2475;12-10-2008;
2476;13-10-2008;1.9296
2477;14-10-2008;1.8957
2478;15-10-2008;1.8766
2479;16-10-2008;1.8918
2480;17-10-2008;1.983
2481;18-10-2008;
2482;19-10-2008;
2483;20-10-2008;2.0179
2484;21-10-2008;2.0072
2485;22-10-2008;2.0145
2486;23-10-2008;2.1047
2487;24-10-2008;2.1698
2488;25-10-2008;
2489;26-10-2008;
2490;27-10-2008;2.1289
2491;28-10-2008;2.0945
2492;29-10-2008;
2493;30-10-2008;2.0945
2494;31-10-2008;1.9574
2495;01-11-2008;
2496;02-11-2008;
2497;03-11-2008;1.9859
2498;04-11-2008;1.9506
2499;05-11-2008;1.9336
2500;06-11-2008;1.9284
2501;07-11-2008;1.9614
2502;08-11-2008;
2503;09-11-2008;
2504;10-11-2008;1.9655
2505;11-11-2008;1.9506
2506;12-11-2008;2.0151
2507;13-11-2008;2.0361
2508;14-11-2008;2.0396
2509;15-11-2008;
2510;16-11-2008;
2511;17-11-2008;2.0613
2512;18-11-2008;2.0424
2513;19-11-2008;2.0858
2514;20-11-2008;2.1009
2515;21-11-2008;2.1221
2516;22-11-2008;
2517;23-11-2008;
2518;24-11-2008;2.1017
2519;25-11-2008;2.0357
2520;26-11-2008;2.0154
2521;27-11-2008;2.0482
2522;28-11-2008;2.0201
2523;29-11-2008;
2524;30-11-2008;
2525;01-12-2008;2.0025
2526;02-12-2008;2.0038
2527;03-12-2008;2.0149
2528;04-12-2008;1.9851
2529;05-12-2008;1.973
2530;06-12-2008;
2531;07-12-2008;
2532;08-12-2008;
2533;09-12-2008;
2534;10-12-2008;
2535;11-12-2008;
2536;12-12-2008;1.9905
2537;13-12-2008;
2538;14-12-2008;
2539;15-12-2008;2.0745
2540;16-12-2008;2.0996
2541;17-12-2008;2.1308
2542;18-12-2008;2.1652
2543;19-12-2008;2.1988
2544;20-12-2008;
2545;21-12-2008;
2546;22-12-2008;2.1183
2547;23-12-2008;2.1219
2548;24-12-2008;2.1178
2549;25-12-2008;2.1136
2550;26-12-2008;2.1104
2551;27-12-2008;
2552;28-12-2008;
2553;29-12-2008;2.1055
2554;30-12-2008;2.1503
2555;31-12-2008;2.1393
2556;01-01-2009;
2557;02-01-2009;2.1317
2558;03-01-2009;
2559;04-01-2009;
2560;05-01-2009;2.1274
2561;06-01-2009;2.0812
2562;07-01-2009;2.0281
2563;08-01-2009;2.0571
2564;09-01-2009;2.0988
2565;10-01-2009;
2566;11-01-2009;
2567;12-01-2009;2.1154
2568;13-01-2009;2.0955
2569;14-01-2009;2.1123
2570;15-01-2009;2.0923
2571;16-01-2009;2.1214
2572;17-01-2009;
2573;18-01-2009;
2574;19-01-2009;2.1107
2575;20-01-2009;2.1591
2576;21-01-2009;2.1449
2577;22-01-2009;2.1351
2578;23-01-2009;2.1333
2579;24-01-2009;
2580;25-01-2009;
2581;26-01-2009;2.1344
2582;27-01-2009;2.1252
2583;28-01-2009;2.1339
2584;29-01-2009;2.137
2585;30-01-2009;2.1069
2586;31-01-2009;
2587;01-02-2009;
2588;02-02-2009;2.1012
2589;03-02-2009;2.1022
2590;04-02-2009;2.1021
2591;05-02-2009;2.1067
2592;06-02-2009;2.0951
2593;07-02-2009;
2594;08-02-2009;
2595;09-02-2009;2.0754
2596;10-02-2009;2.0774
2597;11-02-2009;2.084
2598;12-02-2009;2.1095
2599;13-02-2009;2.1063
2600;14-02-2009;
2601;15-02-2009;
2602;16-02-2009;2.1064
2603;17-02-2009;2.113
2604;18-02-2009;2.1101
2605;19-02-2009;2.1265
2606;20-02-2009;2.1202
2607;21-02-2009;
2608;22-02-2009;
